ProductKey;CustomerKey;UnitPrice;OrderQuantity;SalesAmount;SalesOrderNumber;OrderDate;FirstName;LastName;BirthDate;MaritalStatus;Gender;EmailAddress;YearlyIncome;NumberCarsOwned;GeographyKey;City;StateProvinceName;EnglishCountryRegionName;SalesTerritoryKey;EnglishProductName;ProductSubcategoryKey;EnglishProductSubcategoryName;ProductCategoryKey;EnglishProductCategoryName
225;25188;8,99;1;8,99;SO57333;2013-05-02 00:00:00.000;Kevin;Li;1941-07-12;M;M;kevin29@adventure-works.com;40000,00;2;66;Sooke;British Columbia;Canada;6;AWC Logo Cap;19;Caps;3;Clothing
477;25188;4,99;1;4,99;SO57333;2013-05-02 00:00:00.000;Kevin;Li;1941-07-12;M;M;kevin29@adventure-works.com;40000,00;2;66;Sooke;British Columbia;Canada;6;Water Bottle - 30 oz.;28;Bottles and Cages;4;Accessories
528;16248;4,99;1;4,99;SO57334;2013-05-02 00:00:00.000;Alyssa;Ross;1964-08-27;S;F;alyssa50@adventure-works.com;60000,00;0;618;Issaquah;Washington;United States;1;Mountain Tire Tube;37;Tires and Tubes;4;Accessories
222;16248;34,99;1;34,99;SO57334;2013-05-02 00:00:00.000;Alyssa;Ross;1964-08-27;S;F;alyssa50@adventure-works.com;60000,00;0;618;Issaquah;Washington;United States;1;Sport-100 Helmet, Blue;31;Helmets;4;Accessories
485;19399;21,98;1;21,98;SO57335;2013-05-02 00:00:00.000;Anthony;Brown;1966-04-09;S;M;anthony13@adventure-works.com;40000,00;1;59;Oak Bay;British Columbia;Canada;6;Fender Set - Mountain;30;Fenders;4;Accessories
214;19399;34,99;1;34,99;SO57335;2013-05-02 00:00:00.000;Anthony;Brown;1966-04-09;S;M;anthony13@adventure-works.com;40000,00;1;59;Oak Bay;British Columbia;Canada;6;Sport-100 Helmet, Red;31;Helmets;4;Accessories
463;19399;24,49;1;24,49;SO57335;2013-05-02 00:00:00.000;Anthony;Brown;1966-04-09;S;M;anthony13@adventure-works.com;40000,00;1;59;Oak Bay;British Columbia;Canada;6;Half-Finger Gloves, S;20;Gloves;3;Clothing
485;18978;21,98;1;21,98;SO57336;2013-05-02 00:00:00.000;Isaiah;Morgan;1955-08-04;M;M;isaiah12@adventure-works.com;40000,00;2;52;Langley;British Columbia;Canada;6;Fender Set - Mountain;30;Fenders;4;Accessories
465;18978;24,49;1;24,49;SO57336;2013-05-02 00:00:00.000;Isaiah;Morgan;1955-08-04;M;M;isaiah12@adventure-works.com;40000,00;2;52;Langley;British Columbia;Canada;6;Half-Finger Gloves, M;20;Gloves;3;Clothing
214;18978;34,99;1;34,99;SO57336;2013-05-02 00:00:00.000;Isaiah;Morgan;1955-08-04;M;M;isaiah12@adventure-works.com;40000,00;2;52;Langley;British Columbia;Canada;6;Sport-100 Helmet, Red;31;Helmets;4;Accessories
476;28551;69,99;1;69,99;SO57337;2013-05-02 00:00:00.000;Warren;Xu;1978-06-11;S;M;warren11@adventure-works.com;10000,00;2;186;Dunkerque;Nord;France;7;Women's Mountain Shorts, L;22;Shorts;3;Clothing
536;21818;29,99;1;29,99;SO57338;2013-05-02 00:00:00.000;Willie;Chander;1963-04-23;M;M;willie35@adventure-works.com;110000,00;3;225;Orly;Val de Marne;France;7;ML Mountain Tire;37;Tires and Tubes;4;Accessories
480;21818;2,29;1;2,29;SO57338;2013-05-02 00:00:00.000;Willie;Chander;1963-04-23;M;M;willie35@adventure-works.com;110000,00;3;225;Orly;Val de Marne;France;7;Patch Kit/8 Patches;37;Tires and Tubes;4;Accessories
486;21818;159,00;1;159,00;SO57338;2013-05-02 00:00:00.000;Willie;Chander;1963-04-23;M;M;willie35@adventure-works.com;110000,00;3;225;Orly;Val de Marne;France;7;All-Purpose Bike Stand;27;Bike Stands;4;Accessories
537;11284;35,00;1;35,00;SO57339;2013-05-02 00:00:00.000;Theresa;Serrano;1967-09-24;M;F;theresa12@adventure-works.com;110000,00;2;307;Chula Vista;California;United States;4;HL Mountain Tire;37;Tires and Tubes;4;Accessories
480;11284;2,29;1;2,29;SO57339;2013-05-02 00:00:00.000;Theresa;Serrano;1967-09-24;M;F;theresa12@adventure-works.com;110000,00;2;307;Chula Vista;California;United States;4;Patch Kit/8 Patches;37;Tires and Tubes;4;Accessories
484;11284;7,95;1;7,95;SO57339;2013-05-02 00:00:00.000;Theresa;Serrano;1967-09-24;M;F;theresa12@adventure-works.com;110000,00;2;307;Chula Vista;California;United States;4;Bike Wash - Dissolver;29;Cleaners;4;Accessories
537;11197;35,00;1;35,00;SO57340;2013-05-02 00:00:00.000;Andrea;Morris;1951-12-16;M;F;andrea18@adventure-works.com;70000,00;1;637;Seattle;Washington;United States;1;HL Mountain Tire;37;Tires and Tubes;4;Accessories
528;11197;4,99;1;4,99;SO57340;2013-05-02 00:00:00.000;Andrea;Morris;1951-12-16;M;F;andrea18@adventure-works.com;70000,00;1;637;Seattle;Washington;United States;1;Mountain Tire Tube;37;Tires and Tubes;4;Accessories
480;11197;2,29;1;2,29;SO57340;2013-05-02 00:00:00.000;Andrea;Morris;1951-12-16;M;F;andrea18@adventure-works.com;70000,00;1;637;Seattle;Washington;United States;1;Patch Kit/8 Patches;37;Tires and Tubes;4;Accessories
528;12095;4,99;1;4,99;SO57341;2013-05-02 00:00:00.000;Austin;Griffin;1953-08-24;M;M;austin17@adventure-works.com;60000,00;0;336;Lincoln Acres;California;United States;4;Mountain Tire Tube;37;Tires and Tubes;4;Accessories
537;12095;35,00;1;35,00;SO57341;2013-05-02 00:00:00.000;Austin;Griffin;1953-08-24;M;M;austin17@adventure-works.com;60000,00;0;336;Lincoln Acres;California;United States;4;HL Mountain Tire;37;Tires and Tubes;4;Accessories
484;12095;7,95;1;7,95;SO57341;2013-05-02 00:00:00.000;Austin;Griffin;1953-08-24;M;M;austin17@adventure-works.com;60000,00;0;336;Lincoln Acres;California;United States;4;Bike Wash - Dissolver;29;Cleaners;4;Accessories
528;14661;4,99;1;4,99;SO57342;2013-05-02 00:00:00.000;Jade;Ward;1963-10-04;M;F;jade9@adventure-works.com;60000,00;1;56;Newton;British Columbia;Canada;6;Mountain Tire Tube;37;Tires and Tubes;4;Accessories
537;14661;35,00;1;35,00;SO57342;2013-05-02 00:00:00.000;Jade;Ward;1963-10-04;M;F;jade9@adventure-works.com;60000,00;1;56;Newton;British Columbia;Canada;6;HL Mountain Tire;37;Tires and Tubes;4;Accessories
217;14661;34,99;1;34,99;SO57342;2013-05-02 00:00:00.000;Jade;Ward;1963-10-04;M;F;jade9@adventure-works.com;60000,00;1;56;Newton;British Columbia;Canada;6;Sport-100 Helmet, Black;31;Helmets;4;Accessories
528;11508;4,99;1;4,99;SO57343;2013-05-02 00:00:00.000;Elizabeth;Wilson;1972-01-04;S;F;elizabeth11@adventure-works.com;60000,00;0;626;Lynnwood;Washington;United States;1;Mountain Tire Tube;37;Tires and Tubes;4;Accessories
537;11508;35,00;1;35,00;SO57343;2013-05-02 00:00:00.000;Elizabeth;Wilson;1972-01-04;S;F;elizabeth11@adventure-works.com;60000,00;0;626;Lynnwood;Washington;United States;1;HL Mountain Tire;37;Tires and Tubes;4;Accessories
217;11508;34,99;1;34,99;SO57343;2013-05-02 00:00:00.000;Elizabeth;Wilson;1972-01-04;S;F;elizabeth11@adventure-works.com;60000,00;0;626;Lynnwood;Washington;United States;1;Sport-100 Helmet, Black;31;Helmets;4;Accessories
537;12047;35,00;1;35,00;SO57344;2013-05-02 00:00:00.000;Alexandra;Davis;1979-09-22;S;F;alexandra68@adventure-works.com;40000,00;1;383;West Covina;California;United States;4;HL Mountain Tire;37;Tires and Tubes;4;Accessories
485;13074;21,98;1;21,98;SO57345;2013-05-02 00:00:00.000;Grace;Hughes;1982-03-12;M;F;grace59@adventure-works.com;60000,00;2;372;Spring Valley;California;United States;4;Fender Set - Mountain;30;Fenders;4;Accessories
222;13074;34,99;1;34,99;SO57345;2013-05-02 00:00:00.000;Grace;Hughes;1982-03-12;M;F;grace59@adventure-works.com;60000,00;2;372;Spring Valley;California;United States;4;Sport-100 Helmet, Blue;31;Helmets;4;Accessories
214;12306;34,99;1;34,99;SO57346;2013-05-02 00:00:00.000;Logan;Parker;1958-12-04;M;M;logan27@adventure-works.com;80000,00;2;120;Hof;Bayern;Germany;8;Sport-100 Helmet, Red;31;Helmets;4;Accessories
485;13344;21,98;1;21,98;SO57347;2013-05-02 00:00:00.000;Caitlin;Reed;1948-03-10;M;F;caitlin18@adventure-works.com;110000,00;2;633;Puyallup;Washington;United States;1;Fender Set - Mountain;30;Fenders;4;Accessories
225;13344;8,99;1;8,99;SO57347;2013-05-02 00:00:00.000;Caitlin;Reed;1948-03-10;M;F;caitlin18@adventure-works.com;110000,00;2;633;Puyallup;Washington;United States;1;AWC Logo Cap;19;Caps;3;Clothing
228;13344;49,99;1;49,99;SO57347;2013-05-02 00:00:00.000;Caitlin;Reed;1948-03-10;M;F;caitlin18@adventure-works.com;110000,00;2;633;Puyallup;Washington;United States;1;Long-Sleeve Logo Jersey, S;21;Jerseys;3;Clothing
591;19141;564,99;1;564,99;SO57348;2013-05-02 00:00:00.000;Samuel;Martinez;1971-08-30;S;M;samuel56@adventure-works.com;70000,00;0;638;Sedro Woolley;Washington;United States;1;Mountain-500 Silver, 40;1;Mountain Bikes;1;Bikes
478;19141;9,99;1;9,99;SO57348;2013-05-02 00:00:00.000;Samuel;Martinez;1971-08-30;S;M;samuel56@adventure-works.com;70000,00;0;638;Sedro Woolley;Washington;United States;1;Mountain Bottle Cage;28;Bottles and Cages;4;Accessories
477;19141;4,99;1;4,99;SO57348;2013-05-02 00:00:00.000;Samuel;Martinez;1971-08-30;S;M;samuel56@adventure-works.com;70000,00;0;638;Sedro Woolley;Washington;United States;1;Water Bottle - 30 oz.;28;Bottles and Cages;4;Accessories
581;17043;1700,99;1;1700,99;SO57349;2013-05-02 00:00:00.000;Isabella;Bennett;1974-09-22;M;F;isabella12@adventure-works.com;60000,00;1;627;Marysville;Washington;United States;1;Road-350-W Yellow, 42;2;Road Bikes;1;Bikes
222;17043;34,99;1;34,99;SO57349;2013-05-02 00:00:00.000;Isabella;Bennett;1974-09-22;M;F;isabella12@adventure-works.com;60000,00;1;627;Marysville;Washington;United States;1;Sport-100 Helmet, Blue;31;Helmets;4;Accessories
463;17043;24,49;1;24,49;SO57349;2013-05-02 00:00:00.000;Isabella;Bennett;1974-09-22;M;F;isabella12@adventure-works.com;60000,00;1;627;Marysville;Washington;United States;1;Half-Finger Gloves, S;20;Gloves;3;Clothing
581;16784;1700,99;1;1700,99;SO57350;2013-05-02 00:00:00.000;Chloe;Long;1951-08-10;M;F;chloe76@adventure-works.com;60000,00;3;50;Haney;British Columbia;Canada;6;Road-350-W Yellow, 42;2;Road Bikes;1;Bikes
222;16784;34,99;1;34,99;SO57350;2013-05-02 00:00:00.000;Chloe;Long;1951-08-10;M;F;chloe76@adventure-works.com;60000,00;3;50;Haney;British Columbia;Canada;6;Sport-100 Helmet, Blue;31;Helmets;4;Accessories
582;17020;1700,99;1;1700,99;SO57351;2013-05-02 00:00:00.000;Ashley;Bryant;1967-02-18;M;F;ashley45@adventure-works.com;40000,00;2;614;Edmonds;Washington;United States;1;Road-350-W Yellow, 44;2;Road Bikes;1;Bikes
479;17020;8,99;1;8,99;SO57351;2013-05-02 00:00:00.000;Ashley;Bryant;1967-02-18;M;F;ashley45@adventure-works.com;40000,00;2;614;Edmonds;Washington;United States;1;Road Bottle Cage;28;Bottles and Cages;4;Accessories
477;17020;4,99;1;4,99;SO57351;2013-05-02 00:00:00.000;Ashley;Bryant;1967-02-18;M;F;ashley45@adventure-works.com;40000,00;2;614;Edmonds;Washington;United States;1;Water Bottle - 30 oz.;28;Bottles and Cages;4;Accessories
590;14387;769,49;1;769,49;SO57352;2013-05-02 00:00:00.000;Brittany;Hughes;1952-05-31;M;F;brittany10@adventure-works.com;60000,00;3;52;Langley;British Columbia;Canada;6;Mountain-400-W Silver, 46;1;Mountain Bikes;1;Bikes
476;14387;69,99;1;69,99;SO57352;2013-05-02 00:00:00.000;Brittany;Hughes;1952-05-31;M;F;brittany10@adventure-works.com;60000,00;3;52;Langley;British Columbia;Canada;6;Women's Mountain Shorts, L;22;Shorts;3;Clothing
225;14387;8,99;1;8,99;SO57352;2013-05-02 00:00:00.000;Brittany;Hughes;1952-05-31;M;F;brittany10@adventure-works.com;60000,00;3;52;Langley;British Columbia;Canada;6;AWC Logo Cap;19;Caps;3;Clothing
228;14387;49,99;1;49,99;SO57352;2013-05-02 00:00:00.000;Brittany;Hughes;1952-05-31;M;F;brittany10@adventure-works.com;60000,00;3;52;Langley;British Columbia;Canada;6;Long-Sleeve Logo Jersey, S;21;Jerseys;3;Clothing
353;13299;2319,99;1;2319,99;SO57353;2013-05-02 00:00:00.000;Vanessa;Ross;1967-04-14;M;F;vanessa4@adventure-works.com;130000,00;3;352;Palo Alto;California;United States;4;Mountain-200 Silver, 38;1;Mountain Bikes;1;Bikes
537;13299;35,00;1;35,00;SO57353;2013-05-02 00:00:00.000;Vanessa;Ross;1967-04-14;M;F;vanessa4@adventure-works.com;130000,00;3;352;Palo Alto;California;United States;4;HL Mountain Tire;37;Tires and Tubes;4;Accessories
528;13299;4,99;1;4,99;SO57353;2013-05-02 00:00:00.000;Vanessa;Ross;1967-04-14;M;F;vanessa4@adventure-works.com;130000,00;3;352;Palo Alto;California;United States;4;Mountain Tire Tube;37;Tires and Tubes;4;Accessories
485;13299;21,98;1;21,98;SO57353;2013-05-02 00:00:00.000;Vanessa;Ross;1967-04-14;M;F;vanessa4@adventure-works.com;130000,00;3;352;Palo Alto;California;United States;4;Fender Set - Mountain;30;Fenders;4;Accessories
478;13299;9,99;1;9,99;SO57353;2013-05-02 00:00:00.000;Vanessa;Ross;1967-04-14;M;F;vanessa4@adventure-works.com;130000,00;3;352;Palo Alto;California;United States;4;Mountain Bottle Cage;28;Bottles and Cages;4;Accessories
359;13417;2294,99;1;2294,99;SO57354;2013-05-02 00:00:00.000;Ian;Cox;1938-09-07;M;M;ian77@adventure-works.com;110000,00;3;337;Long Beach;California;United States;4;Mountain-200 Black, 38;1;Mountain Bikes;1;Bikes
528;13417;4,99;1;4,99;SO57354;2013-05-02 00:00:00.000;Ian;Cox;1938-09-07;M;M;ian77@adventure-works.com;110000,00;3;337;Long Beach;California;United States;4;Mountain Tire Tube;37;Tires and Tubes;4;Accessories
537;13417;35,00;1;35,00;SO57354;2013-05-02 00:00:00.000;Ian;Cox;1938-09-07;M;M;ian77@adventure-works.com;110000,00;3;337;Long Beach;California;United States;4;HL Mountain Tire;37;Tires and Tubes;4;Accessories
214;13417;34,99;1;34,99;SO57354;2013-05-02 00:00:00.000;Ian;Cox;1938-09-07;M;M;ian77@adventure-works.com;110000,00;3;337;Long Beach;California;United States;4;Sport-100 Helmet, Red;31;Helmets;4;Accessories
359;13346;2294,99;1;2294,99;SO57355;2013-05-02 00:00:00.000;Gregory;Chande;1948-11-22;S;M;gregory18@adventure-works.com;110000,00;3;536;Beaverton;Oregon;United States;1;Mountain-200 Black, 38;1;Mountain Bikes;1;Bikes
485;13346;21,98;1;21,98;SO57355;2013-05-02 00:00:00.000;Gregory;Chande;1948-11-22;S;M;gregory18@adventure-works.com;110000,00;3;536;Beaverton;Oregon;United States;1;Fender Set - Mountain;30;Fenders;4;Accessories
359;13378;2294,99;1;2294,99;SO57356;2013-05-02 00:00:00.000;Alexandra;Bailey;1959-09-14;M;F;alexandra10@adventure-works.com;70000,00;2;385;Woodland Hills;California;United States;4;Mountain-200 Black, 38;1;Mountain Bikes;1;Bikes
485;13378;21,98;1;21,98;SO57356;2013-05-02 00:00:00.000;Alexandra;Bailey;1959-09-14;M;F;alexandra10@adventure-works.com;70000,00;2;385;Woodland Hills;California;United States;4;Fender Set - Mountain;30;Fenders;4;Accessories
477;13378;4,99;1;4,99;SO57356;2013-05-02 00:00:00.000;Alexandra;Bailey;1959-09-14;M;F;alexandra10@adventure-works.com;70000,00;2;385;Woodland Hills;California;United States;4;Water Bottle - 30 oz.;28;Bottles and Cages;4;Accessories
478;13378;9,99;1;9,99;SO57356;2013-05-02 00:00:00.000;Alexandra;Bailey;1959-09-14;M;F;alexandra10@adventure-works.com;70000,00;2;385;Woodland Hills;California;United States;4;Mountain Bottle Cage;28;Bottles and Cages;4;Accessories
225;13378;8,99;1;8,99;SO57356;2013-05-02 00:00:00.000;Alexandra;Bailey;1959-09-14;M;F;alexandra10@adventure-works.com;70000,00;2;385;Woodland Hills;California;United States;4;AWC Logo Cap;19;Caps;3;Clothing
606;22175;539,99;1;539,99;SO57357;2013-05-02 00:00:00.000;Joy;Dominguez;1958-05-05;M;F;joy14@adventure-works.com;30000,00;2;40;Warrnambool;Victoria;Australia;9;Road-750 Black, 52;2;Road Bikes;1;Bikes
214;22175;34,99;1;34,99;SO57357;2013-05-02 00:00:00.000;Joy;Dominguez;1958-05-05;M;F;joy14@adventure-works.com;30000,00;2;40;Warrnambool;Victoria;Australia;9;Sport-100 Helmet, Red;31;Helmets;4;Accessories
605;21380;539,99;1;539,99;SO57358;2013-05-02 00:00:00.000;Candace;Sara;1955-12-02;M;F;candace10@adventure-works.com;30000,00;2;4;Goulburn;New South Wales;Australia;9;Road-750 Black, 48;2;Road Bikes;1;Bikes
477;21380;4,99;1;4,99;SO57358;2013-05-02 00:00:00.000;Candace;Sara;1955-12-02;M;F;candace10@adventure-works.com;30000,00;2;4;Goulburn;New South Wales;Australia;9;Water Bottle - 30 oz.;28;Bottles and Cages;4;Accessories
479;21380;8,99;1;8,99;SO57358;2013-05-02 00:00:00.000;Candace;Sara;1955-12-02;M;F;candace10@adventure-works.com;30000,00;2;4;Goulburn;New South Wales;Australia;9;Road Bottle Cage;28;Bottles and Cages;4;Accessories
606;21389;539,99;1;539,99;SO57359;2013-05-02 00:00:00.000;Jamie;Sun;1958-06-13;M;F;jamie16@adventure-works.com;30000,00;2;40;Warrnambool;Victoria;Australia;9;Road-750 Black, 52;2;Road Bikes;1;Bikes
479;21389;8,99;1;8,99;SO57359;2013-05-02 00:00:00.000;Jamie;Sun;1958-06-13;M;F;jamie16@adventure-works.com;30000,00;2;40;Warrnambool;Victoria;Australia;9;Road Bottle Cage;28;Bottles and Cages;4;Accessories
477;21389;4,99;1;4,99;SO57359;2013-05-02 00:00:00.000;Jamie;Sun;1958-06-13;M;F;jamie16@adventure-works.com;30000,00;2;40;Warrnambool;Victoria;Australia;9;Water Bottle - 30 oz.;28;Bottles and Cages;4;Accessories
222;21389;34,99;1;34,99;SO57359;2013-05-02 00:00:00.000;Jamie;Sun;1958-06-13;M;F;jamie16@adventure-works.com;30000,00;2;40;Warrnambool;Victoria;Australia;9;Sport-100 Helmet, Blue;31;Helmets;4;Accessories
563;29319;2384,07;1;2384,07;SO57360;2013-05-02 00:00:00.000;Alvin;Pal;1963-01-11;S;M;alvin34@adventure-works.com;70000,00;1;14;Rhodes;New South Wales;Australia;9;Touring-1000 Yellow, 54;3;Touring Bikes;1;Bikes
488;29319;53,99;1;53,99;SO57360;2013-05-02 00:00:00.000;Alvin;Pal;1963-01-11;S;M;alvin34@adventure-works.com;70000,00;1;14;Rhodes;New South Wales;Australia;9;Short-Sleeve Classic Jersey, S;21;Jerseys;3;Clothing
225;29319;8,99;1;8,99;SO57360;2013-05-02 00:00:00.000;Alvin;Pal;1963-01-11;S;M;alvin34@adventure-works.com;70000,00;1;14;Rhodes;New South Wales;Australia;9;AWC Logo Cap;19;Caps;3;Clothing
562;11005;2384,07;1;2384,07;SO57361;2013-05-02 00:00:00.000;Julio;Ruiz;1976-08-01;S;M;julio1@adventure-works.com;70000,00;1;22;East Brisbane;Queensland;Australia;9;Touring-1000 Yellow, 50;3;Touring Bikes;1;Bikes
378;19791;2443,35;1;2443,35;SO57362;2013-05-02 00:00:00.000;Warren;Zhou;1961-10-06;S;M;warren24@adventure-works.com;80000,00;2;20;Brisbane;Queensland;Australia;9;Road-250 Black, 52;2;Road Bikes;1;Bikes
529;19791;3,99;1;3,99;SO57362;2013-05-02 00:00:00.000;Warren;Zhou;1961-10-06;S;M;warren24@adventure-works.com;80000,00;2;20;Brisbane;Queensland;Australia;9;Road Tire Tube;37;Tires and Tubes;4;Accessories
540;19791;32,60;1;32,60;SO57362;2013-05-02 00:00:00.000;Warren;Zhou;1961-10-06;S;M;warren24@adventure-works.com;80000,00;2;20;Brisbane;Queensland;Australia;9;HL Road Tire;37;Tires and Tubes;4;Accessories
570;26499;742,35;1;742,35;SO57363;2013-05-02 00:00:00.000;Renee;Ruiz;1953-08-17;M;F;renee2@adventure-works.com;60000,00;2;298;Bellflower;California;United States;4;Touring-3000 Yellow, 54;3;Touring Bikes;1;Bikes
222;26499;34,99;1;34,99;SO57363;2013-05-02 00:00:00.000;Renee;Ruiz;1953-08-17;M;F;renee2@adventure-works.com;60000,00;2;298;Bellflower;California;United States;4;Sport-100 Helmet, Blue;31;Helmets;4;Accessories
573;25050;2384,07;1;2384,07;SO57364;2013-05-02 00:00:00.000;Darryl;Chen;1978-11-03;S;M;darryl2@adventure-works.com;70000,00;2;312;Coronado;California;United States;4;Touring-1000 Blue, 46;3;Touring Bikes;1;Bikes
214;25050;34,99;1;34,99;SO57364;2013-05-02 00:00:00.000;Darryl;Chen;1978-11-03;S;M;darryl2@adventure-works.com;70000,00;2;312;Coronado;California;United States;4;Sport-100 Helmet, Red;31;Helmets;4;Accessories
606;22898;539,99;1;539,99;SO57365;2013-05-02 00:00:00.000;Melanie;Washington;1963-08-30;M;F;melanie0@adventure-works.com;60000,00;1;316;El Cajon;California;United States;4;Road-750 Black, 52;2;Road Bikes;1;Bikes
606;21582;539,99;1;539,99;SO57366;2013-05-02 00:00:00.000;Amber;Roberts;1983-03-10;M;F;amber3@adventure-works.com;50000,00;0;49;Cliffside;British Columbia;Canada;6;Road-750 Black, 52;2;Road Bikes;1;Bikes
479;21582;8,99;1;8,99;SO57366;2013-05-02 00:00:00.000;Amber;Roberts;1983-03-10;M;F;amber3@adventure-works.com;50000,00;0;49;Cliffside;British Columbia;Canada;6;Road Bottle Cage;28;Bottles and Cages;4;Accessories
477;21582;4,99;1;4,99;SO57366;2013-05-02 00:00:00.000;Amber;Roberts;1983-03-10;M;F;amber3@adventure-works.com;50000,00;0;49;Cliffside;British Columbia;Canada;6;Water Bottle - 30 oz.;28;Bottles and Cages;4;Accessories
217;21582;34,99;1;34,99;SO57366;2013-05-02 00:00:00.000;Amber;Roberts;1983-03-10;M;F;amber3@adventure-works.com;50000,00;0;49;Cliffside;British Columbia;Canada;6;Sport-100 Helmet, Black;31;Helmets;4;Accessories
388;18841;1120,49;1;1120,49;SO57367;2013-05-02 00:00:00.000;Gabriella;Campbell;1942-03-06;M;F;gabriella29@adventure-works.com;40000,00;2;63;Shawnee;British Columbia;Canada;6;Road-550-W Yellow, 44;2;Road Bikes;1;Bikes
539;18841;24,99;1;24,99;SO57367;2013-05-02 00:00:00.000;Gabriella;Campbell;1942-03-06;M;F;gabriella29@adventure-works.com;40000,00;2;63;Shawnee;British Columbia;Canada;6;ML Road Tire;37;Tires and Tubes;4;Accessories
577;14210;1214,85;1;1214,85;SO57368;2013-05-02 00:00:00.000;Jenny;Tang;1982-04-26;M;F;jenny27@adventure-works.com;80000,00;2;38;South Melbourne;Victoria;Australia;9;Touring-2000 Blue, 46;3;Touring Bikes;1;Bikes
571;14286;742,35;1;742,35;SO57369;2013-05-02 00:00:00.000;Kristine;Hernandez;1964-10-09;M;F;kristine5@adventure-works.com;120000,00;3;10;Newcastle;New South Wales;Australia;9;Touring-3000 Yellow, 58;3;Touring Bikes;1;Bikes
477;14286;4,99;1;4,99;SO57369;2013-05-02 00:00:00.000;Kristine;Hernandez;1964-10-09;M;F;kristine5@adventure-works.com;120000,00;3;10;Newcastle;New South Wales;Australia;9;Water Bottle - 30 oz.;28;Bottles and Cages;4;Accessories
479;14286;8,99;1;8,99;SO57369;2013-05-02 00:00:00.000;Kristine;Hernandez;1964-10-09;M;F;kristine5@adventure-works.com;120000,00;3;10;Newcastle;New South Wales;Australia;9;Road Bottle Cage;28;Bottles and Cages;4;Accessories
489;14286;53,99;1;53,99;SO57369;2013-05-02 00:00:00.000;Kristine;Hernandez;1964-10-09;M;F;kristine5@adventure-works.com;120000,00;3;10;Newcastle;New South Wales;Australia;9;Short-Sleeve Classic Jersey, M;21;Jerseys;3;Clothing
231;11212;49,99;1;49,99;SO57370;2013-05-03 00:00:00.000;Chloe;Campbell;1955-05-05;M;F;chloe4@adventure-works.com;40000,00;2;53;Metchosin;British Columbia;Canada;6;Long-Sleeve Logo Jersey, M;21;Jerseys;3;Clothing
535;12247;24,99;1;24,99;SO57371;2013-05-03 00:00:00.000;Brandy;Raman;1985-04-16;S;F;brandy8@adventure-works.com;20000,00;0;3;Darlinghurst;New South Wales;Australia;9;LL Mountain Tire;37;Tires and Tubes;4;Accessories
480;12247;2,29;1;2,29;SO57371;2013-05-03 00:00:00.000;Brandy;Raman;1985-04-16;S;F;brandy8@adventure-works.com;20000,00;0;3;Darlinghurst;New South Wales;Australia;9;Patch Kit/8 Patches;37;Tires and Tubes;4;Accessories
539;15829;24,99;1;24,99;SO57372;2013-05-03 00:00:00.000;Devin;Diaz;1944-11-13;S;M;devin59@adventure-works.com;40000,00;2;35;Melbourne;Victoria;Australia;9;ML Road Tire;37;Tires and Tubes;4;Accessories
529;15137;3,99;1;3,99;SO57373;2013-05-03 00:00:00.000;Luke;Foster;1978-02-10;M;M;luke5@adventure-works.com;100000,00;3;18;Sydney;New South Wales;Australia;9;Road Tire Tube;37;Tires and Tubes;4;Accessories
539;15137;24,99;1;24,99;SO57373;2013-05-03 00:00:00.000;Luke;Foster;1978-02-10;M;M;luke5@adventure-works.com;100000,00;3;18;Sydney;New South Wales;Australia;9;ML Road Tire;37;Tires and Tubes;4;Accessories
222;15137;34,99;1;34,99;SO57373;2013-05-03 00:00:00.000;Luke;Foster;1978-02-10;M;M;luke5@adventure-works.com;100000,00;3;18;Sydney;New South Wales;Australia;9;Sport-100 Helmet, Blue;31;Helmets;4;Accessories
536;17290;29,99;1;29,99;SO57374;2013-05-03 00:00:00.000;Jenny;Becker;1972-11-11;S;F;jenny43@adventure-works.com;80000,00;2;24;Hawthorne;Queensland;Australia;9;ML Mountain Tire;37;Tires and Tubes;4;Accessories
528;20233;4,99;1;4,99;SO57375;2013-05-03 00:00:00.000;Jenny;Raje;1969-10-05;S;F;jenny36@adventure-works.com;60000,00;2;16;Springwood;New South Wales;Australia;9;Mountain Tire Tube;37;Tires and Tubes;4;Accessories
536;20233;29,99;1;29,99;SO57375;2013-05-03 00:00:00.000;Jenny;Raje;1969-10-05;S;F;jenny36@adventure-works.com;60000,00;2;16;Springwood;New South Wales;Australia;9;ML Mountain Tire;37;Tires and Tubes;4;Accessories
214;20233;34,99;1;34,99;SO57375;2013-05-03 00:00:00.000;Jenny;Raje;1969-10-05;S;F;jenny36@adventure-works.com;60000,00;2;16;Springwood;New South Wales;Australia;9;Sport-100 Helmet, Red;31;Helmets;4;Accessories
477;20277;4,99;1;4,99;SO57376;2013-05-03 00:00:00.000;Mary;Hall;1943-01-25;M;F;mary35@adventure-works.com;30000,00;2;36;Melton;Victoria;Australia;9;Water Bottle - 30 oz.;28;Bottles and Cages;4;Accessories
528;22209;4,99;1;4,99;SO57377;2013-05-03 00:00:00.000;Cedric;Shen;1964-07-11;M;M;cedric24@adventure-works.com;110000,00;4;13;Port Macquarie;New South Wales;Australia;9;Mountain Tire Tube;37;Tires and Tubes;4;Accessories
